證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1540","喬福","237757","4833173","20.15","20.50","20.15","20.40","0.2000","191"
"1541","錩泰","20189","634823","31.50","31.50","31.35","31.40","0.0000","20"
"1558","伸興","90349","9114017","101.00","101.00","100.50","101.00","0.0000","126"
"1560","中砂","6916897","2028568667","298.50","299.00","285.00","299.00","11.0000","6898"
"1563","巧新","2174247","165232209","76.00","77.10","74.00","76.40","1.0000","901"
"1568","倉佑","286488","8147076","28.45","28.55","28.20","28.50","0.2000","133"
"1582","信錦","6783488","788102759","114.50","118.00","114.00","116.50","4.0000","5441"
"1583","程泰","26642","1847765","70.30","70.30","69.10","69.10","-0.4000","41"
"1587","吉茂","7195712","450658042","60.10","66.10","58.60","66.10","6.0000","5412"
"1589","永冠-KY","310187","13746310","44.45","44.70","44.20","44.25","-0.4000","679"
"1590","亞德客-KY","803550","826369565","1020.00","1040.00","1010.00","1025.00","34.0000","1056"
"1597","直得","259384","17476744","68.30","68.30","67.00","67.30","-0.5000","332"
"1598","岱宇","291843","8908937","30.65","31.00","30.40","30.50","0.0000","172"
"1603","華電","3589271","166595983","47.10","47.40","45.80","46.05","-0.4500","2488"
"1604","聲寶","1170653","33365795","28.50","28.75","28.40","28.40","0.0000","451"
"1605","華新","8954469","329959519","36.95","37.15","36.65","36.65","-0.1500","4707"
"1608","華榮","19673225","768601892","38.55","39.90","38.05","38.90","0.6000","11508"
"1609","大亞","20919255","1081014775","51.30","52.40","50.50","51.70","0.7000","12075"
"1611","中電","734411","12295890","16.75","16.85","16.60","16.75","0.0500","443"
"1612","宏泰","4000345","151083682","38.20","38.30","37.35","37.60","-0.3000","2915"
"1614","三洋電","52802","2339561","44.90","44.90","44.15","44.15","-0.3000","60"
"1615","大山","644277","44960161","69.70","70.70","69.00","69.30","-0.3000","871"
"1616","億泰","2613471","61318815","23.25","24.00","22.95","23.15","0.0500","1458"
"1617","榮星","46243601","1405513443","30.50","32.25","27.75","28.25","-1.1000","20213"
"1618","合機","12796748","705805220","55.00","56.20","54.00","54.70","-0.9000","8335"
"1626","艾美特-KY","93252","1491229","16.10","16.20","15.95","15.95","0.0500","162"
"1701","中化","502323","11201300","22.35","22.35","22.20","22.25","-0.1000","302"
"1702","南僑","1424206","81366788","57.80","57.80","56.80","57.10","-0.5000","1169"
"1707","葡萄王","702028","113005115","159.00","162.50","159.00","161.50","2.5000","639"
"1708","東鹼","551331","18483402","33.45","33.65","33.35","33.60","0.3000","468"
"1709","和益","515682","10701103","20.90","20.95","20.60","20.65","-0.2500","381"
"1710","東聯","941458","16062578","17.25","17.25","17.00","17.05","-0.1000","870"
"1711","永光","1316844","25042374","19.10","19.10","18.90","19.05","0.0000","719"
"1712","興農","1063396","45603010","43.35","43.40","42.65","42.85","-0.5000","1132"
"1713","國化","328158","17435415","53.10","53.50","52.60","53.10","0.4000","205"
"1714","和桐","3697597","36775661","10.10","10.10","9.90","9.94","-0.1600","1161"
"1717","長興","1839093","56492858","30.90","31.20","30.50","30.60","-0.2500","1041"
"1718","中纖","1607411","12645425","7.85","7.92","7.84","7.84","-0.0100","817"
"1720","生達","555604","39424626","71.70","71.70","70.70","70.80","-0.6000","927"
"1721","三晃","683152","9755085","14.40","14.50","14.15","14.20","-0.2000","565"
"1722","台肥","2560584","165083757","64.90","64.90","64.30","64.60","-0.3000","1973"
"1723","中碳","421920","46428821","111.00","111.00","109.50","109.50","-1.5000","483"
"1725","元禎","900715","41737219","45.25","47.65","44.70","45.50","0.9000","748"
"1726","永記","12701","1033404","81.10","81.70","81.10","81.30","0.2000","34"
"1727","中華化","328907","9666171","29.10","29.80","29.10","29.15","0.0500","258"
"1730","花仙子","42742","2395016","56.10","56.10","56.00","56.10","0.0000","102"
"1731","美吾華","296764","7600693","25.50","25.75","25.50","25.60","0.1000","180"
"1732","毛寶","924020","26630447","28.60","29.20","28.20","29.10","0.7500","613"
"1733","五鼎","149477","4930897","33.15","33.20","32.90","32.95","-0.2500","142"
"1734","杏輝","335451","12434824","36.90","37.20","36.90","37.15","0.4000","267"
"1735","日勝化","16146","290724","18.05","18.05","17.95","17.95","-0.3500","36"
"1736","喬山","758192","67236454","86.40","89.80","86.10","88.90","3.1000","870"
"1737","臺鹽","224326","7614816","33.95","34.10","33.90","33.90","-0.1000","448"
"1752","南光","353366","18629962","53.30","53.40","52.20","52.30","-0.7000","326"
"1760","寶齡富錦","253698","24762859","97.20","98.30","97.10","97.20","0.0000","249"
"1762","中化生","377371","18354643","49.60","49.60","48.40","48.40","-1.0000","526"
"1773","勝一","627124","100771023","159.00","162.50","158.50","162.00","0.0000","693"
"1776","展宇","86997","1521184","17.50","17.75","17.40","17.40","0.0000","83"
"1783","和康生","130324","5806280","45.00","45.20","44.25","44.25","-0.5500","375"
"1786","科妍","530314","61487281","115.00","117.50","113.00","116.00","1.0000","515"
"1789","神隆","1239114","35307437","28.80","28.90","28.30","28.35","-0.4500","815"
"1795","美時","3210717","918573597","289.50","289.50","282.00","288.50","1.0000","4453"
"1802","台玻","11949844","219662858","18.70","18.75","18.20","18.30","-0.3000","3841"
"1805","寶徠","198679","3804166","19.30","19.30","19.05","19.10","-0.1500","200"
"1806","冠軍","928496","9968702","10.70","10.85","10.65","10.70","-0.1000","384"
"1808","潤隆","1809955","200598056","111.00","112.00","109.50","111.00","1.0000","1508"
"1809","中釉","2127070","55055973","26.00","26.20","25.55","25.55","-0.4500","1017"
"1810","和成","684875","12739050","18.75","18.75","18.55","18.60","-0.1500","384"
"1817","凱撒衛","180217","7105385","39.55","39.55","39.30","39.50","0.1500","94"
"1903","士紙","295279","18619583","63.00","64.00","62.20","63.20","0.3000","401"
"1904","正隆","1073324","30852657","28.85","28.85","28.65","28.70","-0.1500","1039"
"1905","華紙","2075966","44672939","21.60","21.65","21.45","21.45","-0.1000","1119"
"1906","寶隆","104194","1661043","16.00","16.00","15.85","15.90","-0.0500","253"
"1907","永豐餘","648552","19281685","29.70","29.80","29.65","29.75","0.0500","462"
"1909","榮成","1543594","21560820","13.95","14.10","13.90","13.95","0.0000","934"
"2002","中鋼","30560574","712899505","23.45","23.50","23.25","23.30","0.0000","15560"
"2002A","中鋼特","9211","401340","43.60","43.65","43.55","43.65","0.0500","12"
"2006","東和鋼鐵","2810847","195834648","69.00","70.10","68.80","69.50","0.5000","1629"
"2007","燁興","554301","6394001","11.55","11.65","11.45","11.45","-0.0500","287"
"2008","高興昌","29384","723651","24.65","24.75","24.60","24.65","-0.1000","29"
"2009","第一銅","3616999","180589233","50.30","50.80","49.40","50.10","-0.2000","2820"
"2010","春源","1063868","21307863","20.10","20.20","19.90","19.90","-0.2000","598"
"2012","春雨","38848","952465","24.50","24.65","24.50","24.50","0.0000","92"
"2013","中鋼構","94358","5446347","57.80","58.00","57.50","58.00","0.0000","241"
"2014","中鴻","3236408","70762295","21.90","22.00","21.80","21.90","0.0000","1723"
"2015","豐興","247591","17863957","72.30","72.60","71.80","72.50","0.0000","264"
"2017","官田鋼","3135268","46165741","14.45","14.90","14.45","14.75","0.5000","1157"
"2020","美亞","2590341","93858117","36.70","36.70","36.05","36.05","-0.6500","2032"
"2022","聚亨","719040","8022624","11.25","11.35","11.10","11.10","-0.1000","404"
"2023","燁輝","1101799","16724918","15.20","15.20","15.15","15.20","0.0500","653"
"2024","志聯","39250","918427","23.60","23.60","23.00","23.45","0.0500","50"
"2025","千興","1569969","19021259","12.35","12.35","12.00","12.15","0.1500","558"
"2027","大成鋼","5691131","212321552","37.60","37.65","37.15","37.15","-0.5000","3726"
"2028","威致","255429","6826070","26.65","27.10","26.55","26.60","-0.0500","222"
"2029","盛餘","280110","7740503","27.90","27.90","27.55","27.55","-0.0500","158"
"2030","彰源","369613","6630235","18.00","18.00","17.90","17.95","-0.0500","250"
"2031","新光鋼","1243669","76267732","60.70","61.60","60.70","61.50","0.9000","949"
"2032","新鋼","75021","1303087","17.50","17.50","17.30","17.35","-0.0500","81"
"2033","佳大","75019","1138713","15.20","15.25","15.10","15.20","0.0500","50"
"2034","允強","347622","8766162","25.35","25.35","25.10","25.20","0.0500","231"
"2038","海光","482402","9774315","20.30","20.45","20.10","20.25","0.0000","253"
"2049","上銀","2230400","465574850","208.00","210.50","207.50","209.50","1.5000","2341"
"2059","川湖","932056","1132139845","1230.00","1240.00","1200.00","1205.00","-10.0000","1548"
"2062","橋椿","245920","6860826","27.85","28.10","27.75","27.85","0.0000","165"
"2069","運錩","136691","2254437","16.55","16.60","16.40","16.60","0.0000","91"
"2101","南港","8137768","464489429","57.10","57.60","56.50","57.10","0.1000","4095"
"2102","泰豐","291942","5999805","20.45","20.70","20.45","20.55","0.0500","145"
"2103","台橡","1884306","44843679","23.95","24.00","23.70","23.70","-0.2000","912"
"2104","國際中橡","1464376","25227396","17.35","17.35","17.15","17.20","-0.1000","710"
"2105","正新","18126114","882819989","49.20","49.55","48.40","48.75","-0.3000","7740"
"2106","建大","607914","20433982","33.65","33.80","33.45","33.55","-0.1000","985"
"2107","厚生","590368","15750449","26.55","26.85","26.50","26.75","0.1000","333"
"2108","南帝","578751","20530541","35.20","35.80","35.05","35.40","0.2500","623"
"2109","華豐","454217","8695682","19.20","19.25","19.10","19.15","-0.0500","284"
"2114","鑫永銓","90302","9315920","103.50","104.00","103.00","103.00","-0.5000","114"
"2115","六暉-KY","54671","1827975","33.70","33.70","33.35","33.45","0.0000","37"
"2201","裕隆","5931793","409327370","69.80","70.00","68.60","68.60","-0.8000","4758"
"2204","中華","3223678","399237408","125.50","126.00","121.50","124.00","0.0000","2894"
"2206","三陽工業","3784430","291729586","77.80","78.00","76.70","76.90","-0.8000","2695"
"2207","和泰車","230656","145579098","634.00","634.00","627.00","630.00","4.0000","448"
"2208","台船","4285263","74876355","17.65","17.70","17.40","17.45","-0.0500","2328"
"2211","長榮鋼","2006833","300605634","155.00","155.00","146.50","147.00","-9.0000","2858"
"2227","裕日車","59011","8030964","137.50","138.50","135.50","135.50","-0.5000","113"
"2228","劍麟","240986","27395048","114.50","114.50","113.00","113.00","0.0000","470"
"2231","為升","962446","129387301","135.50","136.50","132.50","134.00","-1.5000","922"
"2233","宇隆","82839","11050895","133.50","134.00","133.00","133.00","0.0000","123"
"2236","百達-KY","969451","76693242","80.20","81.50","77.60","77.60","-1.9000","880"
"2239","英利-KY","86767","4713224","54.50","54.60","54.00","54.50","0.1000","93"
"2241","艾姆勒","6726953","298408850","42.40","46.85","42.00","46.85","4.2500","4017"
"2243","宏旭-KY","417987","8090825","19.75","19.80","19.15","19.15","-0.3000","279"
"2247","汎德永業","112332","36468463","325.50","325.50","323.50","324.00","-1.5000","284"
"2250","IKKA-KY","437540","47311178","110.00","110.50","107.00","108.50","-0.5000","584"
"2254","巨鎧精密-創","281150","22962030","81.00","84.00","80.00","80.20","-0.8000","120"
"2258","鴻華先進-創","554020","24861449","45.00","45.10","44.70","44.80","-0.0500","197"
"2301","光寶科","13127095","1398541045","105.50","108.00","104.50","107.00","2.5000","8096"
"2302","麗正","186283","3430170","18.60","18.80","18.25","18.35","-0.1000","165"
"2303","聯電","99433261","5590694863","55.60","56.90","55.40","56.40","1.5000","39717"
"2305","全友","200351","4621235","23.30","23.30","22.95","23.00","-0.1500","176"
"2308","台達電","15171539","5305241220","348.00","354.00","341.50","353.50","9.5000","15186"
"2312","金寶","16324445","286239469","17.50","17.80","17.30","17.40","0.1000","5863"
"2313","華通","13747591","998347697","73.10","73.70","71.90","72.00","-0.6000","9312"
"2314","台揚","863876","26411676","30.60","30.80","30.50","30.60","0.0000","657"
"2316","楠梓電","1469111","68566254","46.95","47.10","46.25","46.80","0.6000","1018"
"2317","鴻海","148172198","28385968573","191.00","195.00","188.00","192.00","4.5000","101894"
"2321","東訊","10739","171646","15.90","16.20","15.85","16.20","-0.1500","18"
"2323","中環","8251758","101998412","12.40","12.50","12.30","12.35","0.0000","2428"
"2324","仁寶","15303394","549263863","35.70","36.05","35.55","35.85","0.3500","7771"
"2327","國巨","1928805","1304703549","670.00","681.00","670.00","678.00","10.0000","3416"
"2328","廣宇","4786411","186521272","39.20","39.70","38.65","38.80","0.0500","3004"
"2329","華泰","3597724","211411093","58.60","59.30","58.30","58.80","0.5000","2551"
"2330","台積電","57997092","53453763196","923.00","935.00","911.00","919.00","0.0000","98762"
"2331","精英","9463453","317688335","33.55","33.90","33.00","33.65","0.2000","4172"
"2332","友訊","1370465","24426662","17.95","17.95","17.70","17.80","0.1500","641"
"2337","旺宏","8404719","220292509","26.15","26.50","25.95","26.25","0.2000","3594"
"2338","光罩","3555487","264237940","74.00","74.80","73.70","74.40","0.9000","2862"
"2340","台亞","1261221","50413244","40.20","40.45","39.75","39.85","0.0000","882"
"2342","茂矽","546352","17771442","32.35","32.85","32.20","32.65","0.4000","567"
"2344","華邦電","30169143","742564900","24.30","24.85","24.20","24.65","0.6500","10893"
"2345","智邦","4038035","2199916835","547.00","554.00","537.00","543.00","7.0000","3507"
"2347","聯強","5571863","463567470","83.50","83.70","82.70","83.40","0.7000","3249"
"2348","海悅","1242105","287266144","228.50","236.00","225.00","232.00","3.0000","1555"
"2348A","海悅甲特","14444","485318","33.60","33.60","33.60","33.60","0.0500","8"
"2349","錸德","1889207","16880148","8.95","9.04","8.89","8.91","0.0000","758"
"2351","順德","10426383","1566758890","155.00","155.50","147.00","150.50","-1.5000","8145"
"2352","佳世達","11178046","423185036","37.85","38.15","37.60","37.90","0.0000","6714"
"2353","宏碁","41049308","2051111369","49.15","50.50","49.05","50.10","1.3000","21751"
"2354","鴻準","21884162","1493634215","67.90","69.00","67.60","68.20","0.4000","14077"
"2355","敬鵬","3407514","155733170","45.60","46.15","45.45","45.45","0.0500","1745"
"2356","英業達","75363429","4197129848","54.40","56.40","54.10","55.70","2.0000","38756"
"2357","華碩","6131878","2984713653","480.50","491.50","478.00","487.00","6.5000","7196"
"2359","所羅門","53581176","9338308032","180.00","184.50","163.00","168.00","-3.5000","42903"
"2360","致茂","1752786","501531569","295.00","295.00","282.50","287.00","-2.0000","1571"
"2362","藍天","3682691","205242652","54.80","56.40","54.80","55.50","1.0000","2494"
"2363","矽統","31921965","1843516983","56.20","58.80","55.80","58.80","3.0000","18125"
"2364","倫飛","78408","6631809","85.60","85.60","84.20","84.40","-0.4000","104"
"2365","昆盈","31231980","1037079320","34.55","35.25","32.10","32.85","-1.1500","17445"
"2367","燿華","65166983","2455403276","38.05","38.55","37.05","37.20","-0.5500","28369"
"2368","金像電","11304274","2149096814","196.00","196.00","188.00","188.50","-6.0000","11644"
"2369","菱生","1247431","27806998","22.40","22.40","22.15","22.35","0.3000","786"
"2371","大同","35161473","1928946158","54.00","55.70","53.50","55.70","1.7000","15142"
"2373","震旦行","48165","3571069","74.10","74.30","74.10","74.20","0.1000","48"
"2374","佳能","19315236","1053833028","54.20","56.50","53.20","53.80","0.0000","12988"
"2375","凱美","659050","46408557","69.80","70.90","69.80","70.70","1.4000","663"
"2376","技嘉","6513950","2053197924","313.00","318.00","312.00","316.00","6.0000","6980"
"2377","微星","4387607","800385986","179.00","184.00","179.00","183.00","5.0000","3498"
"2379","瑞昱","6525931","3689877664","550.00","574.00","544.00","573.00","32.0000","8137"
"2380","虹光","439000","3284095","7.70","7.70","7.37","7.49","0.1400","246"
"2382","廣達","28316917","7951525965","277.00","284.00","277.00","284.00","9.5000","22565"
"2383","台光電","8050474","3668735554","463.50","466.50","448.00","451.50","-1.0000","11188"
"2385","群光","3524768","670270365","190.50","193.50","188.50","189.50","-0.5000","3354"
"2387","精元","522989","31524869","60.10","60.50","60.00","60.30","0.2000","452"
"2388","威盛","2349790","256808758","111.00","111.00","108.50","108.50","-0.5000","2002"
"2390","云辰","374000","4996974","13.50","13.50","13.30","13.35","0.0000","280"
"2392","正崴","22743483","1679950261","69.50","75.90","69.00","75.90","6.9000","13149"
"2393","億光","6702338","504530306","73.60","76.10","73.50","75.90","2.4000","4984"
"2395","研華","2208607","790477330","353.50","361.00","351.00","358.00","8.5000","2150"
"2397","友通","390062","29208106","75.50","75.60","74.10","75.00","0.2000","384"
"2399","映泰","847502","18215747","21.55","21.75","21.25","21.50","0.1500","415"
"2401","凌陽","10046494","357970201","35.90","36.05","35.30","35.50","-0.1000","6337"
"2402","毅嘉","1579267","54790828","35.05","35.05","34.45","34.65","0.1000","761"
"2404","漢唐","1612332","582315284","361.00","366.00","358.00","358.00","-2.0000","2293"
"2405","輔信","2769515","55693910","20.35","20.40","20.00","20.05","0.0500","1410"
"2406","國碩","3030739","67095271","22.15","22.40","21.95","22.10","-0.0500","1755"
"2408","南亞科","14419468","951442968","65.10","66.90","64.90","66.00","1.4000","8359"
"2409","友達","27788808","498039653","17.80","18.15","17.70","17.95","0.3000","6774"
"2412","中華電","10009190","1268756255","126.50","127.00","126.50","126.50","0.0000","5320"
"2413","環科","148562","3475166","23.50","23.50","23.30","23.35","-0.1000","114"
"2414","精技","227549","8534462","37.25","37.60","37.25","37.50","0.3500","173"
"2415","錩新","104955","2753737","26.55","26.55","26.00","26.45","-0.1000","79"
"2417","圓剛","4888188","219884089","45.00","46.00","44.45","44.45","0.1500","3453"
"2419","仲琦","362811","11060263","30.45","30.70","30.30","30.45","0.1500","367"
"2420","新巨","3801041","255835491","63.60","68.60","63.10","67.60","4.1000","2414"
"2421","建準","3911571","436319103","110.50","113.00","110.00","112.00","2.5000","3239"
"2423","固緯","345938","14869542","42.65","43.25","42.65","43.10","0.6500","313"
"2424","隴華","4002","119109","29.80","29.80","29.65","29.80","0.0000","5"
"2425","承啟","802657","31152555","39.30","39.90","38.35","38.40","-0.6000","620"
"2426","鼎元","4880545","92721936","18.30","19.30","18.15","19.10","0.9000","2172"
"2427","三商電","21653206","678749496","30.35","32.00","30.10","32.00","2.0000","10245"
"2428","興勤","335198","56995157","167.50","171.00","167.50","170.50","3.5000","377"
"2429","銘旺科","174175","3613164","20.50","21.00","20.50","20.95","0.6500","123"
"2430","燦坤","101708","3638044","35.80","35.90","35.70","35.80","-0.0500","156"
"2431","聯昌","358653","4332347","12.10","12.20","12.00","12.05","0.0000","154"
"2432","倚天酷碁-創","21715","835320","38.45","38.70","38.20","38.70","0.2500","25"
"2433","互盛電","41122","2197460","53.40","53.50","53.30","53.50","0.1000","31"
"2434","統懋","14223","468088","32.85","33.05","32.80","33.00","0.2000","18"
"2436","偉詮電","1136018","71907592","63.60","63.90","62.90","63.00","-0.1000","875"
"2438","翔耀","2041726","64262778","29.25","32.55","29.25","32.55","2.9500","1030"
"2439","美律","2526611","317042968","124.00","126.50","124.00","125.50","1.5000","1777"
"2440","太空梭","411352","6642292","16.25","16.30","16.00","16.25","0.0500","259"
"2441","超豐","716835","44865760","62.20","62.80","62.20","62.70","0.5000","590"
"2442","新美齊","2057262","64652389","31.30","31.80","30.85","31.80","0.6000","1011"
"2444","兆勁","393834","4899393","12.60","12.65","12.25","12.55","0.0000","211"
"2449","京元電子","40268085","3742935050","89.10","96.30","88.20","94.70","7.0000","23268"
"2450","神腦","186467","7417709","39.70","39.90","39.70","39.80","0.1500","115"
"2451","創見","3334447","407356145","119.50","124.50","118.00","122.00","1.0000","2711"
"2453","凌群","2218208","139669461","64.30","64.80","62.20","62.30","-1.2000","1746"
"2454","聯發科","13612003","18663561425","1340.00","1400.00","1325.00","1385.00","85.0000","26039"
"2455","全新","6802645","1021135029","142.50","153.00","142.00","153.00","13.5000","5024"
"2457","飛宏","4031441","203850346","51.40","51.50","49.00","50.70","-0.3000","2296"
"2458","義隆","1158325","186799891","162.00","162.50","160.50","161.00","1.0000","1200"
"2459","敦吉","113943","8314096","73.00","73.20","72.60","73.20","0.3000","96"
"2460","建通","1329825","46482586","35.05","35.25","34.65","35.15","-0.2000","997"
"2461","光群雷","1657311","42118953","25.25","25.80","25.10","25.10","0.0500","749"
"2462","良得電","258007","9066640","35.35","35.40","35.05","35.10","-0.2000","206"
"2464","盟立","36996802","2411010022","65.40","66.50","64.00","64.50","-0.9000","23296"
"2465","麗臺","3554664","456221790","129.00","131.50","126.00","129.00","1.0000","3197"
"2466","冠西電","30245","1135991","37.70","37.75","37.35","37.50","-0.2000","35"
"2467","志聖","3495122","473398053","137.00","138.50","133.00","134.00","-0.5000","3355"
"2468","華經","270671","7154655","26.30","26.80","26.20","26.45","0.1500","194"
"2471","資通","280113","16162406","57.80","58.00","57.40","57.50","0.0000","256"
"2472","立隆電","4320560","345134737","77.70","81.50","77.70","81.20","3.9000","2994"
"2474","可成","1763299","401123408","228.50","229.00","226.00","228.00","2.0000","2576"
"2476","鉅祥","19111815","2023730401","105.00","108.50","102.00","107.00","2.5000","15760"
"2477","美隆電","90014","1955705","21.60","22.00","21.60","21.60","0.0000","63"
"2478","大毅","320795","16868632","52.10","53.00","52.10","53.00","0.9000","277"
"2480","敦陽科","267218","33592358","126.00","126.00","125.00","125.50","0.5000","281"
"2481","強茂","994632","57947827","58.40","58.80","57.90","58.40","0.3000","1014"
"2482","連宇","4500902","182219336","40.15","41.60","39.30","41.00","0.8500","2865"
"2483","百容","146248","3706847","25.50","25.50","25.20","25.25","-0.0500","106"
"2484","希華","295702","9331583","31.55","31.65","31.50","31.60","0.0500","213"
"2485","兆赫","735369","15142661","20.65","20.90","20.30","20.65","0.2000","482"
"2486","一詮","53242469","6289270716","114.00","123.00","113.00","123.00","11.0000","27888"
"2488","漢平","291467","14133336","48.60","48.85","48.20","48.20","-0.1000","288"
"2489","瑞軒","9199897","177787693","19.35","19.55","19.15","19.25","0.0000","4587"
"2491","吉祥全","63874","994052","15.45","15.70","15.45","15.55","0.1500","85"
"2492","華新科","2220706","248638234","111.50","113.00","111.00","112.50","1.5000","1408"
"2493","揚博","149205","14014651","93.10","94.40","93.10","93.70","0.6000","177"
"2495","普安","2934114","81736084","27.95","28.30","27.50","27.90","0.5000","1848"
"2496","卓越","38527","2832122","73.10","74.00","73.10","73.80","1.0000","53"
"2497","怡利電","282065","16394401","58.00","58.50","57.70","58.00","0.5000","235"
"2498","宏達電","8247966","377378184","46.15","46.90","45.05","45.20","-0.4500","5353"
"2501","國建","9150155","303329927","33.15","33.65","32.75","33.10","-0.0500","4881"
"2504","國產","10360768","503329546","48.10","49.45","47.70","48.00","0.1500","6603"
"2505","國揚","1122373","30815805","27.65","27.90","27.20","27.50","-0.2500","820"
"2506","太設","1879207","23076030","12.45","12.45","12.20","12.25","-0.0500","847"
"2509","全坤建","716159","16944427","23.85","23.95","23.40","23.55","-0.3000","690"
"2511","太子","2162138","26534415","12.25","12.40","12.15","12.35","0.1000","851"
"2514","龍邦","2299688","55885745","24.15","24.60","23.90","24.35","0.1000","1092"
"2515","中工","16392521","262964307","16.10","16.20","15.80","16.05","0.1500","4215"
"2516","新建","669829","7952186","12.00","12.00","11.80","11.80","-0.1500","265"
"2520","冠德","5990283","352946095","59.20","59.60","58.40","58.80","-0.7000","4059"
"2524","京城","1276094","70610586","56.00","56.50","54.50","55.40","-0.3000","712"
"2527","宏璟","1102801","52468953","48.25","48.35","47.30","47.50","-0.6000","970"
"2528","皇普","973677","45172105","46.55","47.20","45.60","46.45","-0.0500","647"
"2530","華建","933603","42626248","45.70","46.25","45.30","45.90","0.3500","674"
"2534","宏盛","934548","24894030","26.95","26.95","26.40","26.90","-0.1000","560"
"2535","達欣工","436842","24358257","55.70","56.10","55.20","56.10","0.5000","489"
"2536","宏普","244777","8570053","35.00","35.30","34.70","35.05","0.2000","184"
"2537","聯上發","28278658","691251722","23.65","25.25","23.30","24.90","1.0500","11449"
"2538","基泰","1634725","30921766","19.00","19.20","18.80","18.80","-0.2000","607"
"2539","櫻花建","569606","40720373","71.80","72.10","70.50","72.10","0.3000","607"
"2540","愛山林","1024728","188429267","182.00","186.00","182.00","184.50","1.5000","2909"
"2542","興富發","13468026","654576019","48.40","49.25","47.70","49.15","0.8500","11080"
"2543","皇昌","3008163","142244303","47.00","48.20","46.25","47.95","1.0500","1821"
"2545","皇翔","2108815","119759510","57.40","57.80","56.00","57.00","-0.5000","1502"
"2546","根基","186377","17750248","96.00","96.00","94.90","95.20","-0.7000","316"
"2547","日勝生","2024118","22534920","11.15","11.25","11.00","11.10","0.0000","709"
"2548","華固","2866581","500035133","172.00","177.00","171.00","175.50","2.5000","3517"
"2597","潤弘","387991","70983783","184.00","184.50","180.00","183.50","0.5000","2705"
"2601","益航","2118135","17192452","8.07","8.25","8.06","8.06","0.0100","846"
"2603","長榮","43402056","8445031897","197.50","199.50","191.00","192.50","1.0000","30193"
"2605","新興","15625466","482041198","30.45","31.40","30.45","31.10","1.1000","7649"
"2606","裕民","14789945","822979857","56.50","57.10","55.00","55.20","-0.5000","8239"
"2607","榮運","1443687","46182881","31.90","32.20","31.80","32.00","0.3500","906"
"2608","嘉里大榮","1123479","50564015","45.00","45.15","44.80","45.05","0.3000","623"
"2609","陽明","150499221","11012719304","74.00","74.80","71.40","72.40","1.5000","77023"
"2610","華航","28768226","658274526","23.15","23.20","22.70","22.85","-0.1500","8808"
"2611","志信","3402881","110783292","32.35","32.85","32.25","32.75","0.4000","2185"
"2612","中航","671736","31278466","46.80","47.40","46.05","46.35","0.0500","489"
"2613","中櫃","13208718","598117870","45.70","46.70","44.20","44.35","0.5500","8351"
"2614","東森","808326","15689308","19.50","19.55","19.35","19.45","0.0000","745"
"2615","萬海","54799940","4708947626","86.80","88.80","83.50","84.40","0.0000","32246"
"2616","山隆","544450","13748128","25.45","25.50","25.00","25.10","-0.4500","1189"
"2617","台航","3244882","117552403","36.65","37.00","35.85","35.95","-0.2500","1802"
"2618","長榮航","57641890","2101949943","36.85","36.85","36.25","36.25","-0.6000","22132"
"2630","亞航","766842","29829331","38.80","39.15","38.75","38.85","0.0000","589"
"2633","台灣高鐵","1944259","58037043","30.00","30.00","29.80","29.80","0.0000","1061"
"2634","漢翔","2679689","141608483","52.80","53.20","52.60","53.10","0.5000","1964"
"2636","台驊投控","3185959","318134840","100.00","101.50","99.00","99.50","2.2000","2540"
"2637","慧洋-KY","10751090","742705912","70.10","70.90","68.10","68.90","-0.3000","5782"
"2642","宅配通","105715","3953889","37.40","37.60","37.10","37.50","0.0000","289"
"2645","長榮航太","648751","71832102","111.00","111.50","110.50","111.00","0.5000","674"
"2701","萬企","162004","2118081","13.10","13.15","13.05","13.10","0.0000","92"
"2702","華園","88887","1709707","19.25","19.35","19.10","19.25","-0.0500","296"
"2704","國賓","135203","9306487","68.50","69.20","68.40","68.90","0.5000","147"
"2705","六福","464635","9311462","20.30","20.30","20.00","20.00","-0.1500","349"
"2706","第一店","128684","2030340","15.75","15.90","15.70","15.75","0.0000","231"
"2707","晶華","836892","191491209","227.00","230.00","227.00","229.00","2.0000","866"
"2712","遠雄來","11029","333695","30.45","30.45","30.20","30.20","-0.2500","13"
"2722","夏都","126386","7354775","58.30","59.00","57.90","58.20","0.2000","137"
"2723","美食-KY","428222","38628145","90.40","90.40","90.00","90.10","-0.2000","423"
"2727","王品","498267","118926699","239.00","239.50","238.00","238.50","-0.5000","923"
"2731","雄獅","672303","103167451","155.00","155.00","152.50","153.50","0.5000","678"
"2739","寒舍","807649","52268894","65.00","66.00","63.90","64.20","-0.5000","763"
"2748","雲品","374719","26332696","70.50","70.90","69.70","70.50","0.8000","303"
"2753","八方雲集","140587","23237056","166.00","166.00","165.00","165.50","0.0000","343"
"2762","世界健身-KY","239154","22049042","93.20","93.20","91.80","91.90","-0.9000","536"
"2801","彰銀","23066618","418120720","18.15","18.20","18.05","18.10","0.0000","5416"
"2809","京城銀","4840147","305933114","63.90","64.20","62.30","62.50","-1.7000","7031"
"2812","台中銀","3818787","70327862","18.45","18.45","18.35","18.40","0.0000","1918"
